#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
3069,mr fong's nyc,us,1,100,,,,,mr fongs nyc,2020-10-15 13:26:31,Image pack,100
3070,mobile game streaming,us,24,100,2,,,,omlet arcade,2020-10-12 21:24:31,"Top stories,Thumbnails,People also ask",150
3071,italian word for baby,us,0,100,0,,,,italian terms of endearment,2020-10-08 08:24:09,"Knowledge card,People also ask,Top stories,Thumbnails",200
3072,sand flooring,us,20,100,4,,,,sands flooring,2020-10-01 17:07:35,"Image pack,Top stories,Thumbnails,People also ask",200
3073,desde el dia que te fuiste,us,0,100,0,,,,desde el dia que te fuiste,2020-09-27 19:30:45,"Thumbnails,Image pack",800
3074,coupon for ambien,us,24,100,1.8,,,,ambien,2020-10-06 23:19:55,"Adwords top,People also ask,Image pack,Adwords bottom",100
3075,horse thesaurus,us,0,100,0,,,,another name for horse,2020-10-12 17:45:07,"Knowledge card,People also ask,Image pack",200
3076,aries man scorpio woman compatibility,us,2,100,,,,,aries and scorpio,2020-10-17 22:56:02,"Featured snippet,Thumbnails,People also ask",200
3077,argyle welding supply,us,0,100,1.1,,,,argyle welding,2020-09-21 02:08:05,Image pack,100
3078,weareiowa weather,us,3,100,0,,,,woi weather,2020-10-17 10:28:51,"Sitelinks,Image pack",100
3079,how does coolant work,us,8,100,3,,,,cooling system car,2020-10-18 02:40:08,"Featured snippet,People also ask",150
3080,braintree obituary,us,3,100,0.03,,,,braintree obituaries,2020-10-11 19:34:54,Image pack,100
3081,united kingdom epcot,us,7,100,,,,,epcot united kingdom,2020-10-10 08:40:52,"Image pack,Top stories,Thumbnails",100
3082,que es xoxo,us,0,100,0,,,,que significa xoxo en ingles,2020-10-10 08:45:41,"Knowledge card,People also ask,Top stories,Thumbnails",1400
3083,mini nerf football,us,1,100,0.8,,,,mini nerf football,2020-10-11 12:16:09,"Image pack,Top stories,Thumbnails",150
3084,punisher tattoo design,us,0,100,,,,,punisher tattoo,2020-10-14 20:29:06,Image pack,100
3085,jarrones de cristal,us,0,100,0.2,,,,jarron de cristal,2020-09-19 06:57:38,"Image pack,Top stories,Thumbnails",1500
3086,10 digital photo frame,us,46,100,0.5,,,,digital picture frame,2020-10-11 16:33:04,"People also ask,Top stories,Thumbnails,Image pack",250
3087,high kings songs,us,0,100,0,,,,high kings songs,2020-09-21 15:17:09,"Top stories,Thumbnails,People also ask",200
3088,free classic mahjong games,us,46,100,0.35,,,,free classic mahjong,2020-09-25 00:19:39,"Top stories,Thumbnails",150
3089,netflix design,us,33,100,,43,0.38,1.24,abstract netflix,2020-10-05 04:10:15,"Featured snippet,Thumbnails,Top stories",700
3090,seo for restaurants,us,20,100,4,,,,seo for restaurants,2020-10-11 22:26:05,"Featured snippet,People also ask,Top stories,Thumbnails,Adwords bottom",150
3091,board of nursing website,us,86,100,1.1,,,,california board of nursing,2020-10-12 23:58:55,"Top stories,Thumbnails",150
3092,in accounting,us,63,100,25,,,,accounting terms,2020-09-20 05:18:10,"People also ask,Top stories,Thumbnails",300
3093,apartments for rent monticello mn,us,3,100,0.6,,,,monticello apartments,2020-10-07 13:22:15,"Adwords top,Image pack",100
3094,does north korea have a constitution,us,23,100,,,,,north korea constitution,2020-10-11 16:00:04,"Featured snippet,People also ask,Top stories,Thumbnails",100
3095,junior suits,us,1,100,0.8,,,,juniors business suits,2020-10-05 10:25:27,"Shopping results,Thumbnails,Adwords top,Image pack,Adwords bottom",200
3096,uhaul mcalester ok,us,0,100,0,,,,uhaul mcalester ok,2020-10-13 13:24:19,,100
3097,j lo on ellen,us,13,100,,,,,jennifer lopez ellen,2020-10-06 14:27:06,Image pack,100
3098,reel action fishing charters myrtle beach,us,2,100,0.5,,,,reel action fishing charters myrtle beach,2020-10-07 05:20:16,"Adwords top,Image pack",150
3099,doug simpson brady bunch,us,0,100,0,,,,doug simpson brady bunch,2020-10-13 11:09:02,"People also ask,Image pack,Top stories,Thumbnails",100
3100,5 dollar scratch off,us,7,100,,,,,$5 scratch off tickets,2020-10-06 23:13:28,"People also ask,Top stories,Thumbnails,Image pack",100
3101,parable of the good samaritan summary,us,19,100,0,,,,the good samaritan summary,2020-10-08 13:12:19,"Featured snippet,People also ask,Top stories,Thumbnails",250
3102,home goods brownsburg indiana,us,0,100,4,,,,home goods brownsburg indiana,2020-09-26 22:19:07,,100
3103,6 unit apartment building for sale,us,8,100,1.4,,,,zillow apartment buildings for sale,2020-09-25 19:40:46,"Image pack,People also ask",100
3104,ave maria catholic church parker co,us,1,100,0,,,,ave maria catholic church,2020-10-02 03:39:37,"Top stories,Thumbnails,Image pack",100
3105,hot pink prom shoes,us,8,100,0.6,,,,prom shoes,2020-09-19 21:26:48,Image pack,100
3106,fit mum,us,7,100,0,,,,fit mum,2020-09-23 02:34:52,"Adwords top,Top stories,Thumbnails,Image pack,Adwords bottom",500
3107,frontline healthcare,us,40,100,5,,,,frontline healthcare,2020-10-13 07:03:43,"Top stories,Thumbnails,Image pack",150
3108,new homes in meridian idaho,us,5,100,3,,,,new homes meridian idaho,2020-10-09 13:02:56,"Top stories,Thumbnails,Image pack",100
3109,food maxx bakersfield,us,23,100,0,,,,foodmaxx,2020-09-20 19:37:27,"Sitelinks,Top stories,Thumbnails,Image pack",100
3110,milini,us,0,100,0.35,,,,milini,2020-10-11 08:43:55,Image pack,250
3111,the duke at rancho el dorado,us,2,100,0.7,,,,the duke golf,2020-09-20 02:48:48,"Sitelinks,Top stories,Thumbnails",150
3112,short natural afro,us,18,100,0.4,,,,afros cut,2020-09-23 04:03:10,"Image pack,Top stories,Thumbnails",100
3113,is cool runnings on netflix,us,0,100,,,,,cool runnings netflix,2020-10-06 07:35:02,"Featured snippet,Thumbnails,People also ask",200
3114,how to do a sake bomb,us,6,100,0,,,,sake bomb,2020-10-04 16:50:41,"Featured snippet,Thumbnails,Top stories,People also ask",100
3115,how to get past infidelity,us,31,100,1,,,,how to overcome infidelity,2020-09-20 11:16:44,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",150
3116,family life art of marriage,us,8,100,0.25,,,,the art of marriage,2020-09-23 12:56:14,"Top stories,Thumbnails,Image pack",100
3117,craigslist sublet boston,us,6,100,4,,,,boston sublets,2020-10-16 19:48:46,"Sitelinks,Image pack",100
3118,register sony product,us,10,100,0,,,,sony product registration,2020-09-23 13:36:01,"Top stories,Thumbnails,Image pack",300
3119,annunciation school minneapolis,us,1,100,0.7,,,,annunciation church minneapolis,2020-09-26 09:20:05,"Sitelinks,Top stories,Thumbnails,Image pack",100
3120,used audio mixer,us,2,100,0.6,,,,used mixer,2020-10-12 03:39:46,"Top stories,Thumbnails",150
3121,101.9 fm new york,us,42,100,1.6,,,,wfan,2020-10-01 18:22:09,"People also ask,Top stories,Thumbnails",150
3122,newspaper front pages archive,us,71,100,0.7,,,,newseum front pages,2020-10-09 02:13:14,Adwords top,300
3123,cheap dump trucks,us,33,100,1,,,,dump trucks for sale,2020-10-07 17:15:59,"Top stories,Thumbnails,Image pack",150
3124,sign hill,us,2,100,0,,,,sign hill,2020-10-08 06:44:56,,150
3125,freedom trophy,us,1,100,0,,,,freedom trophy,2020-10-07 18:29:50,"Image pack,Top stories,Thumbnails",400
3126,tmc 5,us,6,100,,,,,tmc 5 fort campbell,2020-10-08 09:00:39,,100
3127,ground beef and kale recipe,us,4,100,0.09,,,,keto kale recipes,2020-10-14 01:32:11,"Top stories,Thumbnails",100
3128,wellstar hospital atlanta,us,5,100,0.5,,,,atlanta medical center,2020-09-23 11:35:51,"Adwords top,Image pack",100
3129,planet island,us,12,100,0.04,,,,planet island,2020-09-28 09:31:43,"Sitelinks,Top stories,Thumbnails,Image pack",150
3130,hong ying,us,4,100,0,,,,hong ying,2020-09-22 15:20:58,,800
3131,low calorie asian food,us,9,100,0,,,,low calorie asian food,2020-10-11 09:45:00,"People also ask,Top stories,Thumbnails",150
3132,the paris diversion,us,2,100,,,,,the paris diversion,2020-10-16 08:49:26,,100
3133,chiefs starters,us,27,100,0,,,,kansas city chiefs roster,2020-10-09 08:05:50,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",100
3134,custom card holder,us,1,100,5,,,,phone card holder custom,2020-09-25 11:38:26,"Image pack,Top stories,Thumbnails",300
3135,pet groomer vancouver wa,us,2,100,3,,,,dog groomers vancouver wa,2020-10-11 04:47:27,"Top stories,Thumbnails,Image pack",100
3136,that you may know that you have eternal life,us,2,100,0,,,,that you may know,2020-10-19 14:05:59,Sitelinks,100
3137,caribbean mexico,us,22,100,3,,,,quintana roo,2020-09-26 01:33:33,"Featured snippet,People also ask,Top stories,Thumbnails",150
3138,dr halsted,us,13,100,0,,,,william halsted,2020-10-06 17:27:37,"Top stories,Thumbnails",150
3139,ayhan's port washington,us,1,100,0.15,,,,shish kebab port washington,2020-10-13 15:36:12,"Top stories,Thumbnails,Image pack",100
3140,texas land and homes,us,10,100,1.8,,,,texas land and homes,2020-09-24 23:17:40,,100
3141,maine sea urchin,us,2,100,0,,,,maine sea urchin,2020-10-04 05:19:01,"Image pack,Top stories,Thumbnails",100
3142,campinos,us,3,100,,,,,campino,2020-09-22 16:17:00,"Top stories,Thumbnails,Image pack",800
3143,costco hours parker co,us,1,100,0,,,,costco parker,2020-10-08 12:55:01,,100
3144,mcdaniel chevrolet marion ohio,us,1,100,3.5,,,,mcdaniels marion ohio,2020-10-06 10:48:00,"Sitelinks,Image pack",100
3145,bye bye lyrics jo dee,us,0,100,0,,,,bye bye jo dee messina lyrics,2020-10-06 05:44:50,"Top stories,Thumbnails,Image pack",150
3146,train accident near me,us,4,100,,,,,train accident near me,2020-10-06 23:59:22,,100
3147,airbnb yachats,us,0,100,,98,0.87,1.09,airbnb yachats,2020-10-04 03:09:14,"Adwords top,Image pack,Adwords bottom",100
3148,عيد الاضحى مبارك,us,0,100,0,,,,اضحى مبارك,2020-09-21 15:52:04,"Image pack,Top stories,Thumbnails",1000
3149,ingo maurer light,us,7,100,2.5,,,,ingo maurer lighting,2020-09-29 19:23:06,"Image pack,Adwords bottom",150
3150,rx 550 vs rx 580,us,0,100,,,,,rx 550 vs rx 580,2020-10-10 02:20:57,"Top stories,Thumbnails,People also ask",100
3151,datura ballerina purple,us,1,100,0,,,,purple datura,2020-10-13 00:36:07,"People also ask,Image pack,Top stories,Thumbnails",150
3152,batman 1966 riddler,us,6,100,0.01,,,,batman 1966 riddler,2020-09-24 21:28:40,People also ask,150
3153,speedy appliance,us,12,100,1.6,86,0.76,1.19,speedy appliance parts,2020-10-02 10:47:56,"Top stories,Thumbnails,Image pack",150
3154,aqua blue t shirts,us,0,100,0.8,,,,aqua shirts for mens,2020-10-05 04:05:50,Image pack,100
3155,putty color scheme,us,3,100,1.5,,,,putty color schemes,2020-10-09 07:10:32,"Image pack,Top stories,Thumbnails",150
3156,4 seasons air,us,35,100,0,,,,4 seasons air,2020-10-11 09:22:29,"Top stories,Thumbnails",150
3157,antique wheelbarrow for sale,us,0,100,0.35,,,,antique wheelbarrow,2020-10-08 22:39:20,Image pack,100
3158,golden city vancouver wa,us,0,100,0,,,,golden city menu,2020-09-23 22:06:16,Image pack,100
3159,oyster bay golf links,us,12,100,3.5,,,,oyster bay golf,2020-10-11 22:16:53,"Top stories,Thumbnails,Image pack",150
3160,dining room blinds,us,2,100,3.5,,,,dining room blinds,2020-09-23 21:10:50,"Adwords top,Image pack,Shopping results,Thumbnails",250
3161,contigo thermal mug,us,25,100,1.2,,,,contigo travel mug,2020-10-11 22:04:41,"Top stories,Thumbnails,Image pack,Adwords bottom",150
3162,new berlin west football,us,0,100,0.3,,,,new berlin west football,2020-09-19 01:16:07,"Tweet box,Top stories,Thumbnails,Image pack",150
3163,most popular siding colors for houses,us,23,100,4.5,88,0.9,1.13,siding colors,2020-10-19 04:38:18,"Featured snippet,Thumbnails,People also ask",100
3164,longhorn steakhouse pembroke ma,us,0,100,0.9,,,,longhorn steakhouse pembroke ma,2020-09-25 18:07:02,Image pack,150
3165,green metrocard,us,24,100,0,,,,green metrocard,2020-09-25 11:23:13,"Featured snippet,People also ask,Top stories,Thumbnails",100
3166,beauty bakerie lipstick,us,7,100,0.7,,,,beauty bakerie lip whip,2020-09-28 01:03:16,"Top stories,Thumbnails,Image pack,People also ask",100
3167,rate comparisons,us,46,100,8,,,,compair interest rates,2020-10-08 12:11:49,"Adwords top,People also ask,Top stories,Thumbnails",100
3168,zillow ak,us,0,100,0.04,,,,alaska homes for sale,2020-10-11 07:13:04,"Sitelinks,Image pack",100
3169,monochromatic artists,us,2,100,0,,,,an artwork that is monochromatic,2020-09-24 03:53:25,"Featured snippet,Image pack,People also ask,Top stories,Thumbnails",150
3170,realm list,us,16,100,0,,,,realm list,2020-10-14 16:18:45,"Top stories,Thumbnails",200
3171,harper court theatre,us,1,100,,,,,harper theater,2020-09-26 12:51:43,Image pack,100
3172,nasa test,us,30,100,0,,,,nasa test,2020-10-17 19:35:50,"People also ask,Image pack",350
3173,ginzo meaning,us,4,100,,,,,ginzo,2020-10-06 23:12:29,Knowledge card,100
3174,arch beauty,us,0,100,0,,,,arch beauty,2020-10-13 01:49:10,"Top stories,Thumbnails",150
3175,picture of iodine,us,1,100,0.09,,,,picture of iodine,2020-10-14 15:00:58,"Image pack,People also ask,Top stories,Thumbnails",150
3176,klpx tucson,us,21,100,0.1,,,,klpx,2020-10-16 03:24:20,"Sitelinks,Top stories,Thumbnails",100
3177,tjx distribution centers,us,2,100,8,,,,tjx distribution center locations,2020-10-02 15:22:40,"People also ask,Image pack",100
3178,2005 nissan titan catalytic converter,us,0,100,0.7,,,,2004 nissan titan catalytic converter,2020-10-08 19:01:50,"Top stories,Thumbnails",100
3179,water bottle favors,us,0,100,1.6,,,,water bottle favors,2020-10-11 22:22:26,Image pack,150
3180,cavapoo breeders tennessee,us,0,100,0.35,,,,cavapoo breeders tennessee,2020-10-09 00:27:56,Adwords bottom,100
3181,pharmacist blog,us,3,100,0,,,,pharmacy blogspot,2020-09-19 22:27:42,,150
3182,b & b recycling,us,3,100,0,,,,b and b recycling,2020-09-28 09:22:21,,100
3183,wvu football uniforms,us,1,100,0.02,,,,wvu football uniform,2020-10-11 19:07:44,"Image pack,Tweet box,Top stories,Thumbnails,Adwords bottom",100
3184,perseverate vs ruminate,us,21,100,,,,,perseverate vs ruminate,2020-10-14 02:42:33,"Featured snippet,People also ask",100
3185,taco cabana sauces,us,0,100,1.4,,,,taco cabana salsa,2020-09-19 19:25:28,"Image pack,Top stories,Thumbnails",100
3186,high score girl 2nd season,us,12,100,,,,,hi score girl season 2,2020-10-05 12:49:11,People also ask,150
3187,mise en place examples,us,15,100,,,,,mise en place examples,2020-10-02 21:03:14,"Featured snippet,Thumbnails,People also ask,Top stories",300
3188,whiskey tasting san diego,us,15,100,1.2,,,,whiskey tasting san diego,2020-09-27 18:07:41,"Top stories,Thumbnails",100
3189,large woven storage baskets,us,8,100,1,,,,large woven basket,2020-09-20 09:49:56,"Image pack,Adwords bottom",150
3190,amazon magic cards,us,0,100,0.08,,,,magic the gathering amazon,2020-10-01 19:57:58,Image pack,100
3191,frases de la biblia cortas,us,0,100,0.02,,,,frases bonitas de la biblia,2020-10-17 02:32:53,"Image pack,Sitelinks",1600
3192,assisted living carlsbad,us,13,100,15,,,,assisted living carlsbad,2020-10-15 17:30:44,"Adwords top,Sitelinks,Image pack,Adwords bottom",100
3193,wheezing in children,us,7,100,1.7,,,,toddler wheezing,2020-10-02 06:29:16,"Featured snippet,People also ask",900
3194,avoid loose skin after weight loss,us,31,100,4.5,72,0.74,1.1,loose skin after weight loss,2020-09-27 05:30:42,"Featured snippet,People also ask,Image pack",300
3195,android emulator for ubuntu,us,33,100,3,,,,android emulator for linux,2020-10-18 15:38:42,"Featured snippet,Sitelinks,People also ask",600
3196,pine lake physical therapy,us,0,100,8,,,,pine lake physical therapy,2020-10-07 13:47:18,"Sitelinks,Image pack",150
3197,diy glasses strap,us,3,100,1.4,,,,diy glasses strap,2020-09-18 09:49:14,"Featured snippet,Thumbnails,Image pack,Top stories,People also ask",100
3198,night chapter 5 quotes,us,6,100,0,,,,night by elie wiesel quotes with page numbers,2020-09-18 10:22:22,"Featured snippet,Image pack",100
3199,ruesch center,us,5,100,0.35,,,,ruesch center,2020-09-20 05:57:41,"Sitelinks,Image pack",100
3200,laura vaccaro seeger,us,4,100,0.5,,,,laura vaccaro seeger,2020-09-26 11:11:52,"Top stories,Thumbnails,Adwords bottom",150
3201,border inn baker nv,us,0,100,0.6,,,,border inn baker nv,2020-09-27 14:27:35,Image pack,150
3202,sound a bell makes,us,0,100,0,,,,bell sounds in words,2020-10-10 15:48:54,"Featured snippet,People also ask,Top stories,Thumbnails",100
3203,air compressor dealers near me,us,24,100,3,,,,air compressor dealers near me,2020-09-20 14:52:06,,100
3204,keg tool,us,0,100,0.9,,,,keg tool,2020-10-06 08:26:20,"Top stories,Thumbnails,Image pack,Shopping results",100
3205,snakes in haiti,us,0,100,0,,,,snakes in haiti,2020-09-18 16:59:01,"People also ask,Image pack",100
3206,freedom trail akron,us,0,100,,,,,freedom trail bike path,2020-09-22 16:27:17,"Knowledge card,Thumbnails,Image pack",100
3207,faculty position cover letter,us,24,100,0.5,,,,research statement for faculty position,2020-10-11 14:50:49,"Image pack,Top stories,Thumbnails",150
3208,airbrushed art,us,3,100,0,,,,airbrush art,2020-09-27 17:55:29,"Image pack,Top stories,Thumbnails",150
3209,medical school requirements uf,us,18,100,,,,,uf medical school requirements,2020-10-03 16:14:45,"Sitelinks,People also ask,Image pack,Adwords bottom",100
3210,zen 16,us,0,100,0.25,,,,zen 16,2020-10-03 02:45:19,,150
3211,mcc real estate,us,4,100,0,,,,mcc real estate,2020-10-08 04:50:21,,150
3212,schedule of activities,us,11,100,0.02,,,,schedule of activities,2020-09-19 19:48:52,"Featured snippet,Thumbnails,People also ask,Image pack,Top stories",500
3213,crystal singing bowls meditation,us,3,100,0.9,,,,tibetan singing bowls for sleep,2020-10-16 08:23:54,People also ask,150
3214,cleaning copper coins,us,7,100,0.15,,,,how to clean pennies,2020-10-03 22:52:08,"Featured snippet,Thumbnails,People also ask,Top stories",400
3215,dance auditions in atlanta,us,1,100,1.2,,,,dance auditions in atlanta,2020-10-03 15:55:54,"Top stories,Thumbnails,Image pack,Adwords bottom",150
3216,rihanna before and after bleach,us,2,100,,,,,nicki minaj bleach,2020-09-25 02:49:35,"Image pack,People also ask,Top stories,Thumbnails",150
3217,x grill,us,1,100,0.4,,,,x grill,2020-10-13 21:24:34,"Adwords top,Top stories,Thumbnails,Image pack",200
3218,住宅,us,71,100,1,,,,住宅,2020-10-11 20:18:34,Image pack,18000
3219,24 emergency clinic,us,36,100,20,,,,signature care,2020-10-05 06:46:58,Sitelinks,100
3220,how to apply fluid film,us,8,100,0.25,,,,fluid film spray,2020-09-23 22:08:04,"Featured snippet,Thumbnails,People also ask,Image pack",100
3221,acton ma police,us,0,100,0,,,,acton ma police,2020-10-11 12:57:33,"Top stories,Thumbnails,Image pack",100
3222,cca counseling,us,27,100,9,,,,cca counseling,2020-09-24 10:19:46,"Sitelinks,Image pack,Adwords bottom",100
3223,desert view middle and high school,us,3,100,0,,,,desert view middle and high school,2020-10-11 21:56:52,"Top stories,Thumbnails,Image pack",100
3224,goats milk for puppies formula,us,4,100,1.4,,,,homemade puppy formula,2020-09-21 23:20:43,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",100
3225,variety club of iowa,us,0,100,0.6,,,,variety the childrens charity,2020-10-04 10:22:26,"Sitelinks,Top stories,Thumbnails",100
3226,guyanese coconut buns,us,1,100,0.03,,,,guyanese coconut buns recipe,2020-10-11 10:40:30,"Top stories,Thumbnails,Image pack",150
3227,twist o flex,us,5,100,0.3,,,,speidel twist-o-flex,2020-10-09 21:08:41,"Top stories,Thumbnails,Image pack",150
3228,honeywell brands,us,21,100,0,,,,honeywell brand,2020-10-11 23:03:28,"Featured snippet,Thumbnails,People also ask,Image pack",150
3229,devuelveme el amor,us,0,100,0,,,,devuelveme el amor,2020-10-03 11:46:06,Thumbnails,600
3230,asymmetrical ps4 controller,us,1,100,0.8,,,,wired ps4 controller,2020-09-24 22:31:12,"Top stories,Thumbnails,People also ask,Image pack",100
3231,japanese chef knife brands,us,6,100,0.7,,,,best japanese knives,2020-09-27 15:50:51,"People also ask,Top stories,Thumbnails",150
3232,gigi shibabaw,us,0,100,0,,,,ejigayehu shibabaw,2020-10-02 06:56:33,,600
3233,st petersburg college gibbs campus,us,7,100,0,,,,st petersburg college gibbs campus,2020-10-16 19:57:18,"Sitelinks,Tweet box,People also ask,Image pack",150
3234,leather tool holster,us,0,100,0.7,,,,tools holster,2020-09-27 22:00:27,"Image pack,Top stories,Thumbnails",150
3235,usps missoula mt,us,0,100,0,,,,usps missoula,2020-09-27 17:21:55,Image pack,100
3236,what does the suffix pathy mean,us,3,100,0,,,,pathy,2020-09-18 17:01:24,"Featured snippet,People also ask",100
3237,sc2 download,us,48,100,0.5,,,,starcraft 2,2020-10-07 06:11:36,"People also ask,Top stories,Thumbnails",400
3238,punta cana sunset,us,0,100,3,,,,sunset punta cana,2020-10-13 07:31:28,"Sitelinks,Image pack,People also ask,Top stories,Thumbnails",150
3239,c/lambda,us,50,100,,,,,c++ lambda,2020-10-05 03:21:26,"People also ask,Top stories,Thumbnails,Image pack",200
3240,wwe summerslam 2003,us,4,100,0.08,,,,summerslam 2003,2020-10-07 19:30:20,,200
3241,dark matter beer,us,0,100,1.9,,,,dark matter beer,2020-09-20 11:04:06,"Image pack,Top stories,Thumbnails",700
3242,tasmania history,us,37,100,0,,,,tasmania history,2020-10-18 10:57:39,"Sitelinks,People also ask,Image pack",450
3243,bujo layouts,us,12,100,,,,,bullet journal layout,2020-10-08 10:03:38,"Image pack,Top stories,Thumbnails",100
3244,large hanging light fixtures,us,2,100,2,,,,oversized chandelier,2020-09-19 05:54:22,"Image pack,Top stories,Thumbnails",150
3245,palmar medical definition,us,7,100,0,,,,palmar,2020-10-16 20:05:10,"Featured snippet,People also ask",100
3246,what is an operating model,us,7,100,5,,,,operating model,2020-10-16 19:27:39,"People also ask,Sitelinks",300
3247,what is a mole rat,us,38,100,0,,,,naked mole rat,2020-10-02 08:54:26,"People also ask,Top stories,Thumbnails",100
3248,beyond economical repair,us,0,100,0,,,,beyond economical repair,2020-10-13 09:16:03,"Featured snippet,Image pack,Top stories,Thumbnails",450
3249,ford lightning grills,us,0,100,0.25,,,,ford lightning grill,2020-09-25 13:23:17,"Image pack,Top stories,Thumbnails",100
3250,sheriff tactical vest,us,0,100,0.5,,,,sheriff tactical vests,2020-10-10 12:27:56,Image pack,100
3251,wow reset talents,us,0,100,0,81,0.7,1.07,wow classic respec cost,2020-09-28 10:21:30,"Featured snippet,Thumbnails,Top stories,Image pack",200
3252,quickbank,us,0,100,0,60,0.54,1.04,quickbank,2020-09-19 23:42:34,Image pack,100
3253,pittsburgh accuweather radar,us,24,100,0.03,,,,pittsburgh weather radar,2020-10-11 11:35:11,Image pack,100
3254,toyota san juan,us,1,100,2.5,,,,capistrano toyota,2020-10-07 23:08:09,"Sitelinks,Top stories,Thumbnails,Image pack",600
3255,christy funeral home millville nj,us,0,100,0,,,,christy funeral home,2020-09-25 00:27:11,"Sitelinks,Image pack",100
3256,my ex died,us,1,100,0,,,,my ex died,2020-09-20 00:00:07,"People also ask,Top stories,Thumbnails,Image pack",150
3257,wood stain color wheel,us,1,100,0.3,,,,wood stain color wheel,2020-10-11 22:49:48,"Image pack,People also ask,Top stories,Thumbnails",150
3258,walla walla breakfast,us,0,100,0,,,,breakfast walla walla,2020-10-10 21:18:07,"Top stories,Thumbnails",150
3259,sherwin williams lawrenceville,us,1,100,0.9,,,,sherwin williams lawrenceville ga,2020-10-17 19:43:43,Image pack,100
3260,care one weymouth ma,us,0,100,0,,,,care one weymouth ma,2020-09-25 19:56:34,Image pack,100
3261,graduation pendant,us,3,100,1,,,,graduation pendant,2020-09-19 10:59:06,"Image pack,Top stories,Thumbnails,Adwords bottom,Shopping results",150
3262,is the hope program legit,us,6,100,0.9,,,,hope program reviews,2020-10-16 05:51:38,"People also ask,Top stories,Thumbnails",100
3263,beginner bootcamp workout,us,2,100,1.3,,,,beginner bootcamp workout,2020-10-06 10:43:50,"Featured snippet,Thumbnails,People also ask,Image pack",100
3264,nature made biotin 5000 mcg,us,0,100,0.6,,,,nature made biotin 5000 mcg,2020-10-11 11:52:59,"Adwords top,People also ask,Image pack",100
3265,21 kg in lbs,us,8,100,0,,,,21kg to lbs,2020-10-17 03:23:36,Knowledge card,200
3266,centerville ut zip code,us,0,100,0,,,,centerville ut zip code,2020-10-09 00:25:09,"Thumbnails,People also ask",100
3267,avouches definition,us,1,100,0,,,,avouches,2020-10-19 02:20:13,"Knowledge card,People also ask,Image pack",100
3268,who founded new england,us,39,100,0,,,,new england historical,2020-10-11 09:58:38,"Featured snippet,Thumbnails,Top stories",150
3269,en4204r,us,0,100,1,,,,inovonics receiver,2020-09-27 10:42:51,Image pack,100
3270,whippersnapper ni no kuni,us,0,100,0,,,,whippersnapper ni no kuni,2020-10-02 08:47:44,Image pack,150
3271,how to watch star trek in order,us,17,100,0,,,,star trek movies in order,2020-10-06 05:48:13,"Featured snippet,Thumbnails,People also ask,Top stories",150
3272,ps5 digital edition vs regular,us,39,100,,,,,ps5 digital edition,2020-10-18 18:41:12,"Sitelinks,People also ask,Image pack",100
3273,minecraft playing cards,us,0,100,0.3,,,,minecraft card game,2020-10-12 19:13:23,"Top stories,Thumbnails,Image pack",150
3274,rich get richer doom,us,0,100,0,130,1.15,1.21,doom rich get richer,2020-10-16 21:22:39,"People also ask,Image pack",200
3275,ug diaphragm,us,0,100,0,40,0.32,1.19,urogenital diaphragm,2020-10-07 19:30:57,"Featured snippet,People also ask,Image pack",200
3276,anona salvadoreña,us,0,100,,,,,anona salvadoreña,2020-10-02 11:21:14,Image pack,100
3277,ncis writers,us,0,100,0,,,,ncis,2020-10-08 18:35:26,"People also ask,Top stories,Thumbnails",100
3278,benjamin moore elephant pink,us,1,100,0,,,,benjamin moore elephant pink,2020-10-08 05:53:26,Image pack,100
3279,franklin indiana parks,us,2,100,,,,,franklin parks and rec,2020-10-06 17:11:43,"Top stories,Thumbnails",100
3280,chevy project cars for sale,us,12,100,1.1,,,,project cars for sale,2020-10-14 06:01:28,"Image pack,Top stories,Thumbnails",100
3281,antique steel wheels,us,0,100,0.15,,,,cast iron wheels,2020-10-06 18:32:19,"Image pack,Top stories,Thumbnails",100
3282,however do you want it lyrics,us,0,100,0,,,,do you want it do you need it,2020-09-19 20:58:43,"Top stories,Thumbnails,Image pack",150
3283,i love crepes,us,0,100,0.01,,,,ricky bobby french guy,2020-10-16 14:01:45,"Image pack,Top stories,Thumbnails",200
3284,adrenal calm,us,0,100,1,,,,adrenal calm,2020-10-09 13:57:21,"People also ask,Image pack",100
3285,enchantment poe,us,1,100,0,117,1.03,1.19,poe enchantments,2020-10-03 19:23:18,"Sitelinks,Top stories,Thumbnails,Image pack",250
3286,high school formal,us,0,100,0,,,,prom,2020-10-06 07:26:09,"Image pack,People also ask,Top stories,Thumbnails",200
3287,play beamng drive,us,26,100,0.3,,,,beamng drive,2020-10-07 17:33:15,"People also ask,Adwords bottom",200
3288,exotic bras,us,0,100,0.6,,,,exotic bras,2020-09-27 16:56:03,,200
3289,linux anti malware,us,56,100,1.7,,,,linux antivirus,2020-10-11 01:44:32,"People also ask,Top stories,Thumbnails",250
3290,where to get old film developed,us,29,100,1.6,,,,where to get film developed,2020-09-20 13:00:46,"Adwords top,People also ask,Top stories,Thumbnails",100
