#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
3106,my dog wont stop barking,us,38,250,0.9,143,0.63,1.18,how to train a dog not to bark,2020-10-14 10:15:52,"Featured snippet,People also ask,Top stories,Thumbnails",450
3107,anime girl doll,us,0,250,0.15,43,0.19,1.16,anime dolls,2020-10-02 07:12:38,,350
3108,sulfite free red wine,us,16,250,0.8,145,0.58,1.22,sulfite free wine,2020-10-12 09:20:06,People also ask,300
3109,van air conditioner,us,7,250,1.1,254,1.07,1.16,camper van air conditioner,2020-10-01 23:08:41,"Shopping results,Thumbnails,Top stories,People also ask,Image pack",400
3110,target kitchen sets,us,0,250,0.8,,,,target kitchen sets,2020-10-10 23:05:22,Image pack,250
3111,hidden pines apartments,us,0,250,0.35,207,0.85,1.21,hidden pines apartments,2020-10-20 01:15:00,"Sitelinks,Image pack",250
3112,emily o'brien bachelor,us,0,250,,154,0.67,1.11,emily o'brien bachelor,2020-10-04 21:36:20,"Image pack,Top stories,Thumbnails",250
3113,cheap goose decoys,us,29,250,0.7,515,2.12,1.34,bulk decoy club,2020-09-24 06:02:52,"Top stories,Thumbnails,Image pack,Adwords bottom",300
3114,ancient mariner reels,us,0,250,0.5,,,,ancient mariner reels,2020-10-20 17:13:09,Image pack,250
3115,japanese years,us,43,250,,185,0.76,1.11,japanese eras,2020-10-18 06:20:10,"Featured snippet,Sitelinks,People also ask,Image pack",800
3116,python ternary if,us,18,250,0,326,1.21,1.08,ternary operator python,2020-10-11 16:35:23,"People also ask,Top stories,Thumbnails",350
3117,longhorn shirts,us,3,250,1,,,,ut shirt,2020-09-20 18:41:36,Image pack,300
3118,washington collectors,us,4,250,7,,,,washington collectors,2020-10-10 14:10:14,Sitelinks,250
3119,garden spider california,us,22,250,0,115,0.5,1.12,spiders in california,2020-10-14 17:36:17,"Image pack,People also ask,Sitelinks,Top stories,Thumbnails",250
3120,members of congress list,us,82,250,0.9,163,0.67,1.04,us congress,2020-10-16 07:48:49,"Adwords top,Sitelinks,People also ask",250
3121,larp movie,us,12,250,6,7,0.03,1.07,movie about larping,2020-10-18 01:50:14,"Sitelinks,Image pack",300
3122,yellow orange hair,us,16,250,0,39,0.17,1.07,toner for orange hair,2020-09-28 09:57:22,"Image pack,People also ask,Top stories,Thumbnails",300
3123,miss fisher netflix,us,6,250,0,195,0.86,1.33,miss fisher's murder mysteries episodes,2020-09-27 06:57:58,"People also ask,Top stories,Thumbnails,Adwords bottom",400
3124,justin sun twitter,us,8,250,,217,0.95,2.78,justin sun,2020-10-13 06:51:22,"Tweet box,Top stories,Thumbnails,Image pack",2600
3125,tamed wolf,us,20,250,,97,0.4,1.11,can wolves be pets,2020-10-06 09:44:54,"People also ask,Top stories,Thumbnails,Image pack",300
3126,mvc store,us,2,250,2.5,135,0.52,1.35,mvc couples boutique,2020-10-02 11:06:46,"Top stories,Thumbnails",300
3127,the red pyramid book,us,9,250,0.9,145,0.56,1.23,the red pyramid,2020-10-11 18:01:00,"People also ask,Top stories,Thumbnails,Image pack",300
3128,the twilight zone the encounter,us,2,250,0.5,245,0.9,1.19,twilight zone the encounter,2020-10-04 22:19:51,People also ask,300
3129,show rite feed,us,0,250,0.04,,,,show rite feed,2020-09-24 06:33:38,"Sitelinks,Top stories,Thumbnails,Image pack",250
3130,coastal pediatrics mount pleasant,us,0,250,,,,,coastal pediatrics mt pleasant,2020-10-02 05:00:01,"Sitelinks,Image pack",250
3131,postcard book,us,0,250,1.4,172,0.76,1.07,postcard book,2020-10-05 10:43:46,"People also ask,Image pack,Adwords bottom",500
3132,water puerto rico,us,11,250,0,194,0.75,1.12,water puerto rico,2020-10-16 06:27:43,"People also ask,Top stories,Thumbnails,Image pack",250
3133,the princess and the pirate,us,2,250,0.08,123,0.54,1.16,the princess and the pirate,2020-10-05 00:18:05,"Top stories,Thumbnails",350
3134,mista tung twista,us,0,250,0,150,0.66,1.2,mista tung twista,2020-10-12 20:09:11,"Thumbnails,People also ask",450
3135,why be happy when you could be normal?,us,11,250,,,,,why be happy when you could be normal,2020-10-20 17:28:23,"Featured snippet,Thumbnails",500
3136,how to get a federal student loan,us,79,250,9,274,1.07,1.05,student loans,2020-09-25 02:23:36,People also ask,250
3137,harbor freight dalton ga,us,0,250,,163,0.67,1.55,harbor freight,2020-10-04 03:25:09,"Sitelinks,Image pack",250
3138,leather and fur jackets,us,2,250,0.9,,,,leather jacket with fur hoodie,2020-09-21 22:04:51,"Image pack,Shopping results,Thumbnails",300
3139,windy city quincy,us,0,250,,,,,windy city dorchester,2020-10-10 10:53:45,,250
3140,pink litter box,us,0,250,0.7,,,,pink litter box,2020-10-14 22:58:28,Image pack,300
3141,look forward to it,us,2,250,0,142,0.58,1.14,i look forward to hearing from you,2020-10-05 04:19:09,"People also ask,Top stories,Thumbnails",500
3142,all harry potter books in order,us,39,250,0.2,77,0.3,1.2,harry potter books in order,2020-09-24 14:36:12,People also ask,350
3143,valencia bakery bronx,us,2,250,0,,,,valencia bakery,2020-10-02 12:37:06,Image pack,250
3144,how to prune cucumbers,us,5,250,0,212,0.83,1.3,trimming cucumbers,2020-10-20 03:34:07,"Featured snippet,Thumbnails,People also ask,Image pack",300
3145,pocket shrek,us,0,250,0,120,0.51,1.11,pocket shrek,2020-10-14 15:18:01,"Featured snippet,Top stories,Thumbnails",1100
3146,forrest decor,us,0,250,0.9,,,,forrest decor,2020-10-13 00:55:15,"Adwords top,Image pack",250
3147,steam shower tubs,us,6,250,1.2,,,,aquapeutics,2020-10-08 15:06:14,"Top stories,Thumbnails",250
3148,sonic laughing,us,0,250,0,82,0.31,1.21,sonic laughing,2020-10-04 02:22:11,Image pack,300
3149,bird vs magic,us,5,250,0,185,0.69,1.11,larry bird versus magic johnson,2020-10-03 04:19:37,"Featured snippet,Thumbnails,People also ask",300
3150,nightmare before christmas collectibles,us,7,250,0.6,143,0.63,1.21,nightmare before christmas figurines,2020-10-20 05:11:30,"Sitelinks,Image pack",300
3151,water street healthcare partners,us,1,250,0,222,0.98,1.25,water street,2020-10-15 10:18:42,"Sitelinks,Image pack",250
3152,when is black friday sale,us,90,250,0.6,,,,black friday,2020-09-23 03:32:08,People also ask,1800
3153,supernatural amy,us,0,250,0,195,0.8,1.05,amy pond supernatural,2020-10-15 19:35:25,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",500
3154,miami seaquarium tickets,us,43,250,0.7,257,1.06,1.15,miami seaquarium tickets,2020-10-13 09:22:31,"Top stories,Thumbnails",300
3155,broken arrow parks,us,0,250,0,157,0.68,1.24,parks in broken arrow,2020-10-05 00:27:15,"Top stories,Thumbnails",250
3156,pliny beer,us,28,250,0.35,170,0.75,1.03,pliny the younger beer,2020-10-06 21:24:23,"Featured snippet,People also ask,Top stories,Thumbnails",250
3157,directions to gillette wyoming,us,0,250,,,,,directions to gillette wyoming,2020-09-24 20:10:09,"Knowledge card,Adwords bottom",250
3158,yankos shoes,us,0,250,0.03,,,,yanko shoes,2020-10-15 10:50:38,"Sitelinks,Image pack",250
3159,whiteboard design,us,10,250,8,,,,whiteboard,2020-10-09 11:18:08,"Image pack,Top stories,Thumbnails,People also ask",600
3160,homeostasis picture,us,1,250,0,59,0.23,1.11,homeostasis images,2020-10-09 09:21:36,"Image pack,People also ask,Top stories,Thumbnails",300
3161,pruning roses in summer,us,2,250,0.05,150,0.6,1.09,pruning roses in summer,2020-10-03 21:21:25,"Featured snippet,Thumbnails,People also ask,Top stories",600
3162,mens down coat,us,28,250,2.5,311,1.16,1.22,mens down jacket,2020-10-16 21:42:43,"Shopping results,Thumbnails,Sitelinks,Image pack",450
3163,girls just wanna have fun song,us,17,250,0,86,0.33,1.04,girls just wanna have fun,2020-10-05 03:54:05,"Thumbnails,People also ask",400
3164,anemia and diabetes,us,1,250,0.25,165,0.64,1.18,diabetes and anemia,2020-10-16 13:56:09,"Sitelinks,People also ask",400
3165,used car refinance rates,us,52,250,9,302,1.17,1.21,used car loan rates,2020-10-16 09:40:31,"People also ask,Sitelinks",300
3166,economic fundamentals,us,0,250,0,114,0.48,1.23,economic fundamentals,2020-10-16 19:55:56,"Featured snippet,People also ask,Sitelinks",400
3167,3x 7,us,0,250,0,,,,3x 7,2020-09-27 12:30:28,"Knowledge card,Image pack",300
3168,unemployment status indiana,us,59,250,,,,,uplink,2020-10-16 08:17:37,"Sitelinks,People also ask,Top stories,Thumbnails",250
3169,zelda the minish cap walkthrough,us,3,250,0,,,,minish cap walkthrough,2020-10-16 09:30:08,"Sitelinks,Image pack",450
3170,unique crossbody bags,us,16,250,1.4,,,,unique crossbody bags,2020-10-12 18:49:32,"Image pack,People also ask",250
3171,human skin cell,us,72,250,0.1,63,0.24,1.12,skin,2020-10-04 05:17:07,"Featured snippet,Thumbnails,People also ask,Top stories",450
3172,double sole timberlands,us,0,250,0.6,,,,double sole timberland boots,2020-10-14 02:54:51,"Image pack,People also ask,Top stories,Thumbnails",250
3173,dota 2 tusk,us,1,250,0.05,195,0.8,1.2,tusk dota 2,2020-10-17 02:29:46,Sitelinks,1100
3174,ngk bkr6e,us,0,250,0.2,257,0.99,1.22,bkr6e spark plug,2020-10-01 13:31:27,,1200
3175,icd 10 code for spina bifida,us,0,250,0,,,,myelomeningocele icd 10,2020-10-07 18:57:32,Featured snippet,300
3176,jcvd movies,us,16,250,0,45,0.18,1.18,jean claude van damme,2020-09-26 03:41:52,"Top stories,Thumbnails,Image pack",400
3177,冰箱英文,us,0,250,,44,0.18,1.12,冰箱 英文,2020-10-11 21:12:53,"Knowledge card,Top stories,Thumbnails,Image pack",2500
3178,big candy bars,us,3,250,1,242,0.89,1.2,giant candy,2020-10-03 02:05:30,"Top stories,Thumbnails,People also ask,Image pack",300
3179,credit cards for me,us,46,250,,269,1.07,1.03,best credit card for me,2020-10-14 17:22:54,"Adwords top,Sitelinks,People also ask,Top stories,Thumbnails",250
3180,horseback riding south padre,us,12,250,0.5,,,,horseback riding south padre,2020-09-22 14:04:59,"Top stories,Thumbnails,Image pack",250
3181,the secret of nimh mrs brisby,us,4,250,0,,,,mrs. brisby,2020-10-07 19:01:41,People also ask,300
3182,digimon vpet,us,5,250,0.04,177,0.71,1.45,digimon virtual pet,2020-10-18 07:33:57,"Sitelinks,Image pack",500
3183,balenciaga net worth,us,10,250,,97,0.42,1,richest fashion designers,2020-10-10 01:49:26,"People also ask,Image pack",300
3184,do it do it gif,us,0,250,,151,0.57,1.07,do it gif,2020-10-03 12:40:23,"Image pack,Top stories,Thumbnails",250
3185,wander crossword,us,0,250,0,,,,wander crossword clue,2020-09-27 06:46:33,Image pack,400
3186,george herbert poet,us,23,250,0.7,,,,george herbert,2020-09-28 02:53:38,"People also ask,Top stories,Thumbnails",300
3187,ebay seller scams,us,34,250,0,336,1.38,1.11,report ebay seller,2020-10-18 13:04:03,"Featured snippet,People also ask,Sitelinks,Image pack",400
3188,menards griffith,us,0,250,0.05,,,,menards schererville,2020-10-20 04:18:16,Image pack,250
3189,egg in asl,us,0,250,,108,0.42,1.27,asl egg,2020-09-22 17:50:14,"Featured snippet,Top stories,Thumbnails,Image pack",250
3190,eerie indiana cast,us,3,250,0,70,0.26,1.13,eerie indiana cast,2020-09-25 21:26:55,"People also ask,Top stories,Thumbnails,Image pack",350
3191,no one chinese,us,6,250,1.2,80,0.3,1.3,no 1 chinese,2020-10-09 10:30:23,Image pack,300
3192,macaw images,us,2,250,0.1,76,0.28,1.14,macow pictures,2020-10-03 21:13:12,"Image pack,People also ask,Top stories,Thumbnails",500
3193,garage door top and side seal,us,4,250,0.7,266,1.17,1.34,garage door side seal,2020-10-05 04:05:24,"Top stories,Thumbnails,Image pack",350
3194,cyc light,us,0,250,,43,0.17,1.12,led cyc lights,2020-09-24 17:03:17,"Featured snippet,People also ask,Top stories,Thumbnails",300
3195,tank games multiplayer,us,46,250,0.9,172,0.69,1.04,tank games,2020-10-04 15:32:12,"Top stories,Thumbnails",600
3196,charlotte flea market,us,4,250,1.5,119,0.49,1.09,flea market in charlotte nc,2020-10-06 23:21:52,"Top stories,Thumbnails,Image pack",250
3197,groggy frogg,us,0,250,,,,,groggy frogg,2020-10-08 16:27:59,"Sitelinks,Top stories,Thumbnails",250
3198,mini golf galveston,us,0,250,0,,,,mini golf galveston,2020-09-24 00:15:27,"People also ask,Top stories,Thumbnails,Image pack",250
3199,pharmacies in new jersey,us,8,250,0.6,,,,pharmacy in new jersey,2020-10-07 02:12:52,,250
3200,kill kudzu,us,9,250,,152,0.64,1.33,what kills kudzu,2020-10-04 23:48:04,"Featured snippet,Thumbnails,People also ask,Top stories",250
3201,atlantic city expressway accident,us,0,250,0,,,,atlantic city expressway accident,2020-10-15 19:41:59,"Tweet box,Top stories,Thumbnails,Image pack",250
3202,nascar 2005: chase for the cup,us,0,250,,53,0.21,1.27,nascar 2005 chase for the cup,2020-09-26 12:01:57,"Top stories,Thumbnails",300
3203,sevenfifty wine,us,12,250,1.8,257,1.08,1.82,sevenfifty,2020-10-13 01:12:29,"Adwords top,Adwords bottom",250
3204,generic name vs trade name,us,26,250,0,54,0.24,1.23,generic drugs,2020-10-07 10:21:09,"Featured snippet,People also ask",300
3205,outkast best album,us,4,250,0,244,1.03,1.04,best outkast album,2020-10-05 16:22:56,"Top stories,Thumbnails",400
3206,thanksgiving activities for families,us,34,250,2.5,,,,thanksgiving games,2020-10-14 19:55:44,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",300
3207,i wonder meaning,us,6,250,0,82,0.3,1.1,wonder definition,2020-10-03 12:57:37,"Featured snippet,People also ask,Top stories,Thumbnails",1500
3208,bluebonnet imaging,us,0,250,2,,,,bluebonnet ultrasound,2020-10-10 11:01:47,Image pack,250
3209,vitamins for strong nails,us,18,250,2.5,134,0.52,1.11,vitamins for nails,2020-09-22 03:23:53,"People also ask,Shopping results,Thumbnails",450
3210,three kings day mexico,us,2,250,0,105,0.43,1.16,mexico kings,2020-10-08 06:33:26,People also ask,300
3211,what is college board,us,56,250,0.7,183,0.71,1.03,college board,2020-10-08 11:39:46,"Knowledge card,People also ask,Tweet box,Top stories,Thumbnails",250
3212,سنبل,us,3,250,0,98,0.36,1.18,سنبل,2020-10-11 11:40:38,"Image pack,Top stories,Thumbnails",6100
3213,mach 1 car,us,23,250,0.45,65,0.25,1.14,mach1,2020-10-16 20:45:45,"Featured snippet,Top stories,Thumbnails,People also ask",350
3214,woodwing,us,5,250,1.5,157,0.69,1.14,woodwing,2020-10-17 05:52:26,"Sitelinks,Image pack",1100
3215,valley hope grapevine,us,0,250,16,140,0.57,1.5,valley hope grapevine tx,2020-10-02 15:06:32,Adwords bottom,250
3216,circle vanity mirror,us,2,250,1,,,,circle vanity mirror,2020-09-26 10:28:01,"Image pack,Top stories,Thumbnails,Shopping results",250
3217,275 60 15 tires,us,4,250,0.7,335,1.41,1.38,275/60r15,2020-10-05 05:25:17,"Image pack,Top stories,Thumbnails,Shopping results",250
3218,sony tv no sound,us,6,250,0.04,217,0.84,1.19,sony tv no sound,2020-10-16 22:56:06,"People also ask,Sitelinks",300
3219,android portrait mode,us,10,250,,151,0.66,1.16,portrait mode samsung,2020-10-20 09:52:17,"Featured snippet,People also ask",300
3220,parisian hair,us,12,250,,,,,french girl hair,2020-10-17 23:50:33,"Image pack,People also ask",300
3221,miss world 2019 contestants,us,22,250,,,,,miss world 2019,2020-10-16 19:13:44,"Sitelinks,People also ask,Image pack",700
3222,lotus biscoff cookie butter,us,6,250,0.1,136,0.6,1.17,biscoff cookie butter,2020-10-10 03:16:45,"Top stories,Thumbnails,People also ask,Image pack",250
3223,sharp music definition,us,8,250,0,27,0.11,1.02,sharp and flat,2020-10-17 03:20:43,"Sitelinks,People also ask",300
3224,ikat pillows,us,2,250,1.6,231,0.95,1.38,ikat pillows,2020-10-04 03:36:47,Image pack,300
3225,getting branded,us,21,250,0,214,0.9,1.11,body brandings,2020-10-11 10:02:37,"Featured snippet,Thumbnails,People also ask,Image pack,Top stories",250
3226,cocker spaniel puppies for sale in ohio,us,2,250,0.7,,,,cocker spaniel puppies ohio,2020-10-08 14:09:01,Adwords bottom,250
3227,herbivores carnivores and omnivores,us,16,250,,125,0.47,1.31,omnivore,2020-10-04 07:23:54,"Top stories,Thumbnails,Image pack",800
3228,sickies burgers,us,4,250,,192,0.81,1.08,sickies garage,2020-10-20 02:54:30,Sitelinks,250
3229,cuticle remover cream,us,5,250,0.45,227,0.89,1.17,cuticle remover,2020-10-08 15:42:37,"People also ask,Top stories,Thumbnails",500
3230,yom kippur service,us,8,250,0.7,231,0.85,1,prayers for yom kippur,2020-09-22 14:08:23,"Featured snippet,People also ask,Top stories,Thumbnails",300
3231,iced latte recipe my cafe,us,0,250,5,68,0.25,1.48,iced latte my cafe,2020-10-02 15:50:33,"Top stories,Thumbnails",1300
3232,roy anderson the office,us,6,250,0,143,0.55,1.05,roy the office,2020-09-23 14:49:42,"People also ask,Top stories,Thumbnails",350
3233,how to draw a palm tree easy,us,4,250,,,,,palm tree drawing,2020-10-12 00:37:13,"Image pack,Top stories,Thumbnails,People also ask",250
3234,fluttershy fan art,us,0,250,0,103,0.42,1.5,fluttershy fanart,2020-10-16 22:34:38,,300
3235,satin leggings,us,0,250,0.8,240,0.88,1.18,satin leggings,2020-10-10 00:26:42,Image pack,700
3236,change voter registration florida,us,39,250,2,308,1.12,1.04,florida voter registration,2020-10-04 04:35:21,Sitelinks,250
3237,kidz bop 24k magic,us,0,250,,193,0.71,1.31,24k magic kidz bop,2020-10-03 07:43:35,"Thumbnails,People also ask",250
3238,what does the mafia do,us,54,250,0,150,0.58,1,how does mafia work,2020-10-08 06:57:43,"Featured snippet,People also ask,Top stories,Thumbnails",350
3239,aladdin's natural eatery,us,2,250,,168,0.69,1.26,alladins,2020-10-02 09:26:26,"Sitelinks,Image pack",250
3240,gravy master recipe,us,2,250,0.06,302,1.14,1.26,brown gravy recipe,2020-10-03 17:45:08,"Top stories,Thumbnails,People also ask,Image pack,Adwords bottom",300
3241,brownsville eye center,us,0,250,6,93,0.36,1.22,brownsville eye center,2020-10-08 04:35:50,,250
3242,pesaro shoes,us,0,250,0.7,216,0.89,1.12,pesaro shoes,2020-10-02 04:55:53,"Image pack,Adwords bottom",300
3243,oregon retirement,us,11,250,2.5,221,0.96,1.12,does oregon tax social security,2020-10-06 21:50:58,People also ask,250
3244,double gun case,us,4,250,0.7,227,0.88,1.19,double rifle case,2020-09-27 23:46:59,"Image pack,Top stories,Thumbnails",300
3245,accuweather sheboygan,us,0,250,,,,,weather sheboygan,2020-10-03 13:31:10,"Sitelinks,Image pack",250
3246,shopko store,us,39,250,0.25,195,0.8,1.19,shopko,2020-09-22 15:45:38,People also ask,250
3247,serenity prayer wall art,us,0,250,0.5,364,1.41,1.28,serenity prayer wall art,2020-10-19 00:28:54,Image pack,300
3248,carrollton tell me,us,0,250,,122,0.5,1.52,tell me carrollton,2020-10-07 01:00:53,Thumbnails,250
3249,girls stabbed,us,20,250,,,,,slenderman stabbing,2020-10-06 23:40:43,"Image pack,Top stories,Thumbnails",250
3250,what is imminent,us,19,250,,10,0.04,1.18,imminent,2020-10-19 06:12:40,"Knowledge card,People also ask",500
3251,นิยาย,us,16,250,0,,,,dek d writer,2020-10-03 19:00:36,Image pack,357000
3252,where is the taint,us,12,250,0,57,0.24,1.04,perineum,2020-10-08 21:38:26,"Featured snippet,People also ask",300
3253,gay bars in cincinnati,us,0,250,0.03,150,0.63,1.84,gay clubs in cincinnati,2020-10-19 02:16:29,,250
3254,new fifa game,us,48,250,0.7,,,,when does fifa come out,2020-09-26 05:33:52,"Image pack,People also ask,Top stories,Thumbnails,Tweet box",450
3255,les mis barricades,us,0,250,,,,,june rebellion,2020-09-27 01:55:28,"Top stories,Thumbnails,Image pack",250
3256,bingo cartoon,us,7,250,0.3,67,0.29,1.3,bingo youtube,2020-10-02 04:44:52,Image pack,450
3257,zoomer pup,us,1,250,0.35,170,0.66,1.14,zoomer playful pup,2020-10-07 05:41:16,"Top stories,Thumbnails,Image pack,People also ask",700
3258,what color furniture goes with gray walls,us,39,250,0.6,299,1.11,1.4,what color furniture goes with gray walls,2020-10-17 10:23:21,"Image pack,People also ask",300
3259,휴스턴 날씨,us,0,250,0,72,0.28,1.38,휴스턴 날씨,2020-10-10 02:33:11,"Knowledge card,Image pack",300
3260,dog spray collar,us,16,250,1,,,,citronella collar,2020-09-26 12:12:53,"Shopping results,Thumbnails,People also ask,Top stories",600
3261,izzy's little rock,us,0,250,0.7,171,0.72,1.14,izzys,2020-10-05 12:39:17,"Sitelinks,Top stories,Thumbnails,Image pack,Adwords bottom",250
3262,ebt connect pa,us,39,250,1.2,,,,ebt pa,2020-10-16 22:08:44,People also ask,250
3263,fountain nozzle,us,2,250,,221,0.93,1.23,fountain heads,2020-09-25 17:13:07,"Image pack,Top stories,Thumbnails,Shopping results",600
3264,dwi in nc,us,3,250,9,,,,dwi in nc,2020-09-24 04:57:17,"Featured snippet,People also ask,Top stories,Thumbnails",250
3265,precinct committee person,us,1,250,,259,1.08,1.28,precinct committee,2020-10-05 08:18:16,"Featured snippet,People also ask",250
3266,st andrews methodist church,us,33,250,2,146,0.55,1.22,st andrew umc,2020-10-11 16:13:32,,500
3267,neutrogena powder foundation,us,0,250,0.35,107,0.47,1.23,neutrogena mineral sheers powder foundation,2020-10-02 23:52:24,"People also ask,Image pack,Shopping results,Thumbnails",250
3268,online cake decorating classes,us,27,250,3.5,319,1.23,1.3,cake decorating classes,2020-10-11 11:13:11,"Top stories,Thumbnails,Adwords bottom",400
3269,desire becomes surrender surrender becomes power,us,0,250,0,158,0.61,1.38,desire becomes surrender surrender becomes power,2020-10-17 06:45:50,People also ask,500
3270,rocks with teeth,us,0,250,0,103,0.39,1.15,rocks with teeth,2020-09-29 23:34:35,"Image pack,Top stories,Thumbnails",300
3271,storage sheds with porches,us,10,250,1.1,,,,shed with porch,2020-10-04 19:27:52,Image pack,250
3272,tr 11,us,2,250,,,,,tr 11,2020-10-17 03:55:07,"Sitelinks,Image pack",250
3273,legends yorkville,us,0,250,0.1,169,0.69,1.38,legends mokena,2020-10-02 18:48:03,Image pack,250
3274,first edition pokemon packs,us,1,250,0.08,,,,first edition pokemon cards,2020-10-01 14:26:31,"Top stories,Thumbnails,People also ask,Image pack,Adwords bottom",250
3275,what is a brand strategy,us,42,250,0,,,,brand strategy,2020-09-26 05:42:03,"People also ask,Top stories,Thumbnails",350
3276,hamilton watch review,us,6,250,,384,1.41,1.17,hamilton watches review,2020-10-17 13:32:56,"People also ask,Sitelinks",500
3277,colosimo,us,1,250,0.9,109,0.45,1.22,big jim colosimo,2020-10-04 12:40:17,People also ask,2400
3278,hemp lotion for pain,us,42,250,0.5,217,0.82,1.17,hemp cream for pain,2020-10-09 00:58:28,People also ask,250
3279,round gold tray,us,0,250,0.8,,,,gold mirror trays,2020-09-22 16:27:10,Image pack,400
3280,san salvador hotels,us,4,250,2.5,166,0.61,1.22,hotels san salvador el salvador,2020-10-14 21:35:19,Image pack,450
3281,non diamond wedding rings,us,8,250,1.8,210,0.81,1.15,non diamond engagement rings,2020-10-03 12:02:44,"Adwords top,People also ask,Image pack,Adwords bottom",300
3282,atlanta airport starbucks,us,2,250,4,93,0.38,1.38,starbucks atlanta airport,2020-10-10 12:11:04,"People also ask,Image pack",250
3283,flip laptops,us,55,250,3,243,0.94,1.21,flip laptop,2020-10-03 13:15:18,"Adwords top,People also ask,Top stories,Thumbnails,Shopping results",300
3284,kl-e-o,us,,250,0,236,0.97,1.13,,,,450
3285,can you send food in the mail,us,14,250,0.7,166,0.68,1.07,how to ship food,2020-10-16 09:31:59,"Featured snippet,People also ask",250
3286,el dorado county map,us,0,250,0.01,66,0.29,1.19,el dorado county map,2020-10-14 19:43:30,"Image pack,Knowledge card,Thumbnails",250
3287,type of ecommerce,us,17,250,20,,,,b2c examples,2020-10-02 23:32:28,"People also ask,Top stories,Thumbnails,Image pack",400
3288,who is the mayor of detroit,us,34,250,0,114,0.48,1.07,detroit mayor,2020-10-06 08:30:20,"People also ask,Top stories,Thumbnails,Image pack",250
3289,pioneer woman mexican chicken soup,us,1,250,0,234,0.86,1.22,pioneer woman mexican chicken soup,2020-10-17 12:28:52,"Top stories,Thumbnails,Image pack",300
3290,braden burke,us,1,250,,225,0.94,1.16,burke hs,2020-10-07 17:12:20,"Top stories,Thumbnails,Image pack",250
3291,dirt bike knee pads,us,0,250,0.8,,,,motocross knee pads,2020-10-05 15:20:49,"Adwords top,Top stories,Thumbnails,Image pack,Shopping results",300
3292,george boom obituaries,us,4,250,0.03,,,,george boom funeral home obituaries,2020-09-20 10:13:22,Image pack,250
3293,small stocks,us,24,250,2.5,262,1.01,1.11,small cap stocks,2020-10-02 18:27:49,"People also ask,Top stories,Thumbnails",450
3294,creekside endodontics,us,1,250,9,148,0.57,1.65,folsom endodontics,2020-10-07 08:25:01,"Top stories,Thumbnails,Image pack,Adwords bottom",250
3295,century 21 paris tx,us,4,250,0.7,,,,century 21 paris tx,2020-10-02 04:31:33,Image pack,250
3296,apple watch chain band,us,0,250,0.4,,,,apple watch bands,2020-09-25 18:21:55,"Image pack,People also ask,Top stories,Thumbnails",250
3297,daniel 11 37,us,4,250,0,,,,daniel 11:37,2020-10-01 18:20:02,Image pack,350
3298,best coyote round,us,12,250,,166,0.61,1.15,best coyote caliber,2020-10-06 20:30:31,"People also ask,Top stories,Thumbnails",250
3299,golfo persico,us,0,250,0,159,0.7,1.1,golfo persico,2020-10-08 21:45:38,"Image pack,People also ask,Top stories,Thumbnails",23000
3300,turtle garden statue,us,0,250,0.7,,,,turtle garden statue,2020-10-11 10:47:10,Image pack,300
3301,breaking bad lawyer,us,12,250,0,58,0.24,1.06,saul goodman,2020-10-05 11:33:05,People also ask,450
3302,alcohol in the body,us,63,250,6,,,,alcohol,2020-10-08 18:27:00,"Featured snippet,People also ask,Adwords bottom",400
3303,mens polo sale,us,31,250,1,,,,polo ralph lauren sale,2020-10-07 06:13:35,"Shopping results,Thumbnails",400
3304,what is balsamic reduction,us,23,250,0.2,188,0.75,1.07,balsamic reduction,2020-10-17 14:11:17,"Top stories,Thumbnails,People also ask",350
3305,arsenal away jersey,us,31,250,0.7,201,0.8,1.03,arsenal away jerseys,2020-10-19 02:35:05,"Sitelinks,Image pack",700
3306,formal cooler,us,2,250,,112,0.41,1.55,fraternity formal coolers,2020-09-20 03:02:05,"Image pack,Top stories,Thumbnails",300
3307,5 htp withdrawal,us,14,250,0.07,219,0.9,1.15,5htp,2020-10-20 03:11:00,"Featured snippet,People also ask,Sitelinks",400
3308,el mencho meaning,us,2,250,0,109,0.48,1.07,mencho meaning,2020-10-12 20:33:20,"Featured snippet,Thumbnails,People also ask,Top stories",250
3309,indo western dresses,us,18,250,0.15,156,0.64,1.24,indo western clothing,2020-10-03 10:21:08,"Image pack,Top stories,Thumbnails",2900
3310,pool photoshoot,us,0,250,0.8,78,0.31,1.28,pool photoshoots,2020-10-02 00:02:20,Image pack,400
3311,spider man homecoming fanfiction,us,0,250,,244,0.99,1.82,spiderman homecoming archive of our own,2020-10-14 10:08:04,"Top stories,Thumbnails,Image pack",500
3312,watering zones,us,12,250,,,,,watering zones,2020-10-02 01:33:57,"People also ask,Top stories,Thumbnails,Image pack",250
3313,aervana electric wine aerator,us,4,250,0.6,357,1.44,1.17,aervana,2020-10-09 21:45:48,"Top stories,Thumbnails,People also ask",250
3314,2019 gmc terrain reviews,us,17,250,,,,,2019 gmc terrain,2020-10-07 10:25:23,"People also ask,Top stories,Thumbnails",250
3315,walmart blue angel parkway,us,0,250,0,,,,walmart blue angel parkway,2020-10-04 06:51:46,"Adwords top,Top stories,Thumbnails",250
